date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
15/01/1960,4.3,1.5,-0.7,0.4,1018.2,11.6,0.7,0.9
16/01/1960,6.7,1.4,0.6,0.2,1017.3,10.1,0.6,0.8
17/01/1960,6.4,1.1,0.3,0.3,1009.4,11.6,0.3,0.4
18/01/1960,6.6,2.4,1.2,0,995.1,15.8,0.8,1
19/01/1960,5.9,-0.6,1.9,7,987.8,16.3,0.6,0.9
20/01/1960,4.6,-1.4,-2.9,9.4,1000.9,15.1,0.5,0.7
21/01/1960,12.8,4.6,-1.6,12.8,990.7,16.2,0.7,0.9
22/01/1960,12.5,9.5,9.1,0.5,984.6,16.2,0.8,1
23/01/1960,11.8,5.9,8.4,0.9,982.1,9.5,0.5,0.6
24/01/1960,7.9,0.7,-0.4,0,987.7,7.5,0.3,0.4
25/01/1960,9.1,0.8,-0.9,0,995.3,4.6,0.3,0.4
26/01/1960,6.6,1.9,-3.3,0.5,995.3,10.7,0.4,0.6
27/01/1960,6.8,4.1,4.6,1.8,995.3,6,0.3,0.4
28/01/1960,6.2,-0.1,1.9,0.1,1000.5,9.8,0.6,0.8
29/01/1960,8.8,-1,-2.3,17.1,1004.5,7.5,0.4,0.5
30/01/1960,10.9,7.8,6.3,5.2,1004.3,12.7,0.8,1
31/01/1960,11.7,7.8,6,0.1,1001.4,14.9,0.7,1
01/02/1960,11.2,6,4.3,0.4,1003.1,8.5,0.5,0.7
02/02/1960,12.2,8.2,3.9,1.8,995,12,0.9,1.1
03/02/1960,12.2,6.1,6.7,3.2,980,17.4,0.9,1.2
04/02/1960,8.9,3.7,3.4,0,990,12.8,0.9,1.2
05/02/1960,8.3,1.6,-1.1,0,1006.8,5.9,0.4,0.5
06/02/1960,8.3,-1,-2.3,0,1021.7,4.4,0.2,0.4
07/02/1960,7.6,2.2,-1.4,0,1031.7,7.2,0.5,0.7
08/02/1960,6,1.2,-1.3,0,1032.9,6,0.6,0.8
09/02/1960,5,2.2,-1.4,0,1025.1,6.1,0.6,0.8
10/02/1960,5.6,0.2,-1.2,0.7,1009.1,6.7,0.4,0.6
11/02/1960,3.4,-1.1,-0.9,1.1,994.7,15.5,0.9,1.3
12/02/1960,4.2,-2.3,-1.1,1.1,990.4,17,1.1,1.5
13/02/1960,2.9,-3.2,-4.7,12.4,990.2,12.8,0.6,0.9
14/02/1960,2.6,-4.9,-5.9,1.9,986.3,10.7,0.4,0.7
15/02/1960,2.6,-3.3,-4.7,0,989.6,11.1,0.6,0.9
16/02/1960,3.4,-3.3,-4.4,0,995.8,11.7,0.7,1
17/02/1960,2.7,-3.2,-4.4,0.2,988.5,8.5,0.5,0.7
18/02/1960,5.4,-1.4,-1.6,1.2,976.7,8.7,0.6,0.9
19/02/1960,4.8,-4.8,-6.2,0.9,979.1,11.9,0.7,1.1
20/02/1960,5.9,0.3,-2.2,0,983.9,16.2,1,1.5
21/02/1960,6.1,-1.6,-3.3,0,991.8,9,1.1,1.5
22/02/1960,5.4,-1.4,-5.4,0,989,4.4,0.7,1
23/02/1960,7.1,-2.1,-3.6,0,994.2,7.7,0.8,1.1
24/02/1960,8,2.2,0.4,7.9,987.5,18.3,0.7,1.1
25/02/1960,9.2,1.2,3.7,0,986.9,7.4,0.7,1
26/02/1960,11.4,0.9,-3.6,1.9,986.4,12.2,0.9,1.2
27/02/1960,11.6,6.6,4.9,0.2,990.1,16.9,1.3,1.9
28/02/1960,14.6,8.3,7.9,0,993.9,14.1,1.1,1.6
29/02/1960,12.2,9.2,8.1,0.3,981.3,16.4,1.2,1.7
01/03/1960,11.6,6.8,7.4,4.2,984.7,12.3,1.1,1.5
02/03/1960,11.3,6.1,4.7,4.1,989.8,11.1,1.2,1.7
03/03/1960,11.9,1.1,4.1,3.5,1000.5,13.8,1.1,1.6
04/03/1960,9.6,1.3,-1.8,0,1013.5,8.6,0.8,1.1
05/03/1960,9.6,6.8,6.6,0,1010.5,13.4,0.8,1.3
06/03/1960,7.8,5.6,5.8,0,1008.2,13.8,1.1,1.6
07/03/1960,5.9,3.6,3.1,0,1001.8,16.5,1.2,1.8
08/03/1960,4.9,0.9,2.2,0,990.7,20.4,1.6,2.5
09/03/1960,6.1,0.6,0.1,3.6,980.4,15.5,1,1.5
10/03/1960,9.2,5.6,3.4,4.9,982.3,12.4,0.8,1.2
11/03/1960,10.6,6.1,3.4,1.6,989.4,6,0.8,1.2
12/03/1960,8.8,4.6,6.2,0.6,989.1,9.2,0.6,0.9
13/03/1960,9.7,4,1.8,10,983.5,8.1,0.6,1
14/03/1960,8.8,6.7,4.6,7.1,983,9.6,0.6,1
15/03/1960,9.9,5.5,6.8,3.5,990.8,0.8,0.7,0.9
16/03/1960,8.8,4.3,3.6,0.1,1001.9,4.1,0.6,0.8
17/03/1960,7.4,5.6,4.6,0.2,1009.5,10.3,0.7,1.1
18/03/1960,6.1,4.4,5.1,27.3,1009.8,19.5,0.6,1.2
19/03/1960,7.6,5.5,4.9,12.1,1012.4,17.2,0.6,1.2
20/03/1960,9,6.2,6.1,2.1,1014.2,15.2,1.2,1.8
21/03/1960,7.8,4.9,4.6,0,1010.4,17.2,1.2,1.9
22/03/1960,10.7,4.8,3.4,0,1010,11,1.7,2.5
23/03/1960,8.3,4.9,1.7,0,1005.2,13.9,1.2,1.9
24/03/1960,11.9,5.6,0.6,0,1001.5,8,1.7,2.5
25/03/1960,8.3,5.4,4.1,0,1001.8,10.8,1.1,1.7
26/03/1960,7.9,4.6,4.1,0,1002.7,13.8,1.3,1.9
27/03/1960,8.1,4.4,3.3,0,1004.7,17.5,1.8,2.9
28/03/1960,8.1,3.8,2.4,0,1003,15.7,1.8,2.9
29/03/1960,8.4,3.9,2.7,0.1,1003,16.5,2.1,3.4
30/03/1960,5.6,2.8,2.8,12,1003.4,14.9,1,1.6
31/03/1960,8.1,3.9,2.5,0.2,1003.8,5.5,0.9,1.3
01/04/1960,7.9,5.3,2.1,2.5,996.8,16.1,0.7,1.3
02/04/1960,8.9,6.9,6.4,6.7,988.3,17.1,1,1.7
03/04/1960,9.2,6.1,5.6,1.1,987.9,8,1,1.4
04/04/1960,13.4,4.1,2.3,0.1,991.7,12.4,1.6,2.6
05/04/1960,12.6,9,8.1,0.9,993,14.8,1.5,2.3
06/04/1960,13.9,6.8,3.8,0.5,996.5,8.1,1.8,2.6
07/04/1960,13.3,5.1,0.6,0,1000.9,8.5,1.6,2.3
08/04/1960,14.6,8.3,7.1,0.2,998.2,13,1.8,2.5
09/04/1960,13.1,7.9,6.7,2.4,996.2,13.9,2.4,3.7
10/04/1960,11,4.2,6.2,3.1,993.8,21.9,1.4,2.5
11/04/1960,10.9,2,0.2,0.1,1005,11.8,2.2,3.5
12/04/1960,13.4,5.6,4.9,3.7,1003,18.5,1.2,2
13/04/1960,12.4,5.8,10.2,0.6,997.2,25.4,2.3,4.3
14/04/1960,11.2,4.2,2.8,0.4,1006.7,19.2,2.6,4.4
15/04/1960,8.2,2.8,2.3,3.4,1011.5,6.9,1.4,2.2
16/04/1960,11.1,0.6,-1.1,0,1017,6.1,2.1,3.2
17/04/1960,12.4,3.4,-1.6,0,1020,5.6,2.5,3.7
18/04/1960,13.8,4.3,1.7,0.5,1020.2,5.5,1.8,2.6
19/04/1960,14.1,7.3,8.2,1,1019.7,3.9,1.6,2.2
20/04/1960,14.5,5.4,3.9,0,1020.4,8.1,1.6,2.3
21/04/1960,15.1,2.9,1.2,0,1022.5,7.6,2.8,4.1
22/04/1960,13.1,8.6,4.6,0,1020.3,9.4,1.7,2.4
23/04/1960,15.1,7.1,5.7,0,1016.9,8.7,2.8,4
24/04/1960,13.4,5.3,3.4,0,1016,8,1.9,2.7
25/04/1960,13.4,5.4,3.9,0,1016.2,8.1,1.9,2.6
26/04/1960,14,3.7,3,0,1016.7,4.8,2.7,3.9
27/04/1960,13.8,5.6,1.4,0,1019.2,4.4,2.7,3.9
28/04/1960,15,6.1,0.9,0,1020,3.5,2.8,3.9
29/04/1960,11.7,4.2,1.2,0,1017.1,6.4,2.6,3.9
30/04/1960,13.2,3.5,-2.2,0,1012.6,4.7,2.7,3.9
01/05/1960,12.1,5.4,1.3,0,1011,5.7,2.3,3.4
02/05/1960,16.2,7.1,2.9,0,1009.4,6,2.9,4.1
03/05/1960,16.2,5.6,3.1,0,1008.1,9.5,3.3,4.8
04/05/1960,16.6,9.6,9,1.8,1007.2,11.6,2.1,2.9
05/05/1960,17.9,10.6,10.6,0,1010,7,2.3,3.1
06/05/1960,16.3,10,8.3,0,1010.7,8.1,2.2,3
07/05/1960,15.9,8.3,3.8,0,1010.3,7.1,2.2,3.2
08/05/1960,13.4,9.2,8.4,0.1,1005.2,7,1.4,2
09/05/1960,16.7,8.8,8,0,1000.8,7.2,2.9,4.3
10/05/1960,16.7,7.6,2.8,0,1004.3,5.5,2.8,4
11/05/1960,12.3,9.4,8.2,4.6,1002.3,16.5,1.4,2.5
12/05/1960,11.9,8.6,9.5,8.9,997,13.1,1.2,2.3
13/05/1960,14.6,8.8,7.3,16.5,993.2,15.2,2.1,3.7
14/05/1960,17.4,10,9.7,0.8,996.8,12,2.8,4.2
15/05/1960,15.7,9.7,7.9,10.2,1005.5,6.9,2.3,3.4
16/05/1960,16.2,10.1,8.3,0.1,1007.5,4.2,2.7,3.8
17/05/1960,15.3,9.8,9,0,1007.9,9,3.1,4.9
18/05/1960,17.3,8.9,7.1,0,1008,10.9,3.9,6
19/05/1960,13.4,8.8,7.8,0,1006.4,12,2.5,4
20/05/1960,11.1,7.3,7.7,0,1005.8,7.7,1.7,2.6
21/05/1960,14.4,6.2,4.6,0,1003.6,5,2.3,3.3
22/05/1960,17.3,8.2,3.4,0.2,1002.1,7.6,2.8,4.2
23/05/1960,16.2,6.4,8.4,7.3,997.6,11.8,1.8,2.7
24/05/1960,16.4,4.8,3.3,0,1008.9,8.3,3.4,5.2
25/05/1960,15.7,8.4,5.6,1.9,1014.3,7,1.6,2.2
26/05/1960,20.8,12.5,11.2,0,1012.3,8,3.2,4.5
27/05/1960,17.3,10.2,9.8,0,1013.9,9.7,3.2,4.7
28/05/1960,14.9,5.6,3.2,0,1019,6.1,3.5,5.1
29/05/1960,16.6,7.2,2.4,0,1018.8,7.1,3.5,5.2
30/05/1960,16.9,8.7,6.2,0,1014.7,5.7,2.8,3.8
31/05/1960,17.2,7.8,4.4,0,1014.2,4.3,2.4,3.2
01/06/1960,18.8,10.7,9.3,0,1014.2,6.7,2.4,3.2
02/06/1960,20.2,12.3,12.9,0.2,1015.5,6.1,2.7,3.7
03/06/1960,20.1,10.9,10.7,0,1011.8,5.5,3.4,4.8
04/06/1960,20.9,11.7,7.3,0,1005.5,4.2,4.1,5.5
05/06/1960,20.6,12.2,10.7,1.2,999,7,2.4,3.2
06/06/1960,15.7,8.4,6.9,9.5,1001.3,6.4,2.9,4.2
07/06/1960,16.6,7.9,7.4,15.6,998.1,11.9,2.7,4.2
08/06/1960,16.8,10.9,9.3,5.2,989.1,12.1,2.3,3.6
09/06/1960,17.7,8.3,9.3,0.8,992.3,8.8,3.1,4.4
10/06/1960,16.8,6.2,4.8,3.8,998.5,9.5,2.8,4.3
11/06/1960,17.2,11.2,10.7,0.1,998.4,14.1,3,4.5
12/06/1960,17.2,9.4,11.3,0.3,991.8,20.3,3.3,5.8
13/06/1960,15.7,7.8,6.7,5.7,996.7,10.8,2.8,4.4
14/06/1960,16.7,8.9,8.1,1.1,1003.5,7,2.7,3.7
15/06/1960,18.1,9.1,7.3,2.4,1008.3,8.6,2.3,3.3
16/06/1960,21.9,13.8,12.3,0.1,1010.3,10.7,3.5,4.8
17/06/1960,24.9,15.5,14,0,1015.6,5.9,3.7,4.8
18/06/1960,22.8,12.1,13.9,0,1017,5.7,3.2,4.4
19/06/1960,18.3,10.6,10.3,0,1018.6,4,3.7,5
20/06/1960,17.9,9.4,4.6,0,1016.9,4.2,3.7,5.1
21/06/1960,19.4,10,5.2,0,1012.1,6.5,3.4,4.9
22/06/1960,20.8,12.1,10,3.8,1006.3,7.2,3.8,5.5
23/06/1960,20,14.3,13.5,1.3,1006.5,5.1,3.1,4.3
24/06/1960,19.9,13.8,13.3,0,1010.2,4.8,3.4,4.7
25/06/1960,20.7,12.1,11,0,1013.9,8.9,2.6,3.7
26/06/1960,20.1,11.8,10.2,0,1017.7,7.5,3.9,5.6
27/06/1960,19.7,10.2,9.6,0,1020,9.8,3.9,5.6
28/06/1960,17.1,8.2,6.2,0,1018.5,11,4.1,6.3
29/06/1960,16.5,6.4,4.1,0,1014.5,10.8,4,6.2
30/06/1960,17.1,6.1,4.3,0,1012,7.2,3,4.4
01/07/1960,17.3,8.2,6.2,0,1010.7,7.2,2.4,3.5
02/07/1960,18.9,10,7.8,0,1008.5,4.8,3.1,4.2
03/07/1960,20.9,13.4,10.1,0.1,1004.7,5.8,2.8,3.6
04/07/1960,20.1,13.3,12.6,3.1,997.9,5.7,2.4,3.2
05/07/1960,18.3,12.2,14.4,7.5,989.8,15.9,3.1,5
06/07/1960,17.3,11.4,10.5,0.3,989.6,17.1,2.9,4.3
07/07/1960,18.8,9.4,7.6,5,991.7,6.7,3.2,4.6
08/07/1960,19.6,11.2,10.4,0,997.1,10,3.8,5.6
09/07/1960,17.3,9.6,8.4,0.2,996.9,5.5,2.5,3.4
10/07/1960,17.8,11.7,11.3,28.6,986.3,9.4,1.6,2.4
11/07/1960,18.6,12.2,11.7,0.5,991.5,11.1,3,4.3
12/07/1960,17.9,11.7,10.3,5.4,1000.8,8.8,2.8,3.9
13/07/1960,19,12.2,11.2,1.9,994.3,10.8,2.9,4.1
14/07/1960,18.3,10.6,9.5,0,996.2,11.5,3.5,5.3
15/07/1960,18.1,9.4,7.9,6.7,1002.2,10.8,2.7,4.1
16/07/1960,16.1,8.2,4.9,13.5,994.9,9.2,1.8,2.6
17/07/1960,18.9,11.2,10.2,14.9,986,10.8,3,4.5
18/07/1960,18.5,11.1,10.1,0.4,993.5,10.6,2.7,4.2
19/07/1960,18.3,11.8,11.2,10.7,1005.3,11.7,2.7,4
20/07/1960,17.8,10.5,9.8,0,1012,6.4,2.7,3.8
21/07/1960,17.2,9.9,10.3,7,1005.8,10.8,3,4.5
22/07/1960,17.2,9.9,8.3,1.7,1007.3,12,3.2,5
23/07/1960,16.2,10.6,9.7,7,1005.6,7.5,1.4,2
24/07/1960,21.4,13.2,14.1,0.3,1005.2,12.5,2.7,3.9
25/07/1960,18.6,12,11.1,0.4,1006.9,10.2,3,4.2
26/07/1960,17.6,11.2,10.1,2.4,1008.2,8.8,2.3,3.2
27/07/1960,16.5,11.1,9.6,5.1,1001.7,7,1.3,1.9
28/07/1960,19.3,12.9,14.1,1,992.4,11.1,2.5,3.6
29/07/1960,17.7,10.7,10.4,0.2,993.2,10.1,3.2,4.7
30/07/1960,19.6,9.7,6.7,0,997,8.6,3.9,5.5
31/07/1960,17.9,10.6,8.4,15.9,999.9,6.6,2.4,3.4
01/08/1960,16.8,10.6,9.1,0,1005.7,4.2,3,4.1
02/08/1960,20.6,8.9,7.2,0,1010,4.2,3.5,4.7
03/08/1960,14.9,9.3,7.6,1,1007.4,10.7,1.4,2.3
04/08/1960,18.6,13.7,13,0,1005.5,9.1,2.7,3.9
05/08/1960,18.8,14.5,14.1,0,1007.6,8.7,2.5,3.6
06/08/1960,18.8,13.3,12.2,0.3,1008.2,3.4,1.8,2.3
07/08/1960,15.9,11.6,11.6,0.3,1006.7,5,1.6,2.1
08/08/1960,18.2,8.6,6.8,2.9,1004.3,6.2,3,4.2
09/08/1960,15.7,7.8,6.7,12.5,1000.8,7.3,2.6,3.9
10/08/1960,16.2,6.1,4.6,0,999.4,4.2,3,4.2
11/08/1960,16.2,8.2,6.1,0,1001.3,7.8,2,2.9
12/08/1960,17,6.7,5.6,0.8,1001.8,6.7,2.5,3.5
13/08/1960,16.5,10,9,0.3,996.8,5.5,2.1,2.9
14/08/1960,14.8,10,10.1,14.8,994.6,3.6,1.5,2
15/08/1960,17.8,6.7,5.1,1.2,1000.3,7.8,2.3,3.3
16/08/1960,17.9,7.3,6.2,0,1003.8,8.9,3,4.4
17/08/1960,16.7,9.3,7.8,0.3,998.7,4.2,2.6,3.5
18/08/1960,17.1,7.2,6.3,0,995.3,6.5,2.3,3.3
19/08/1960,16.7,7.5,6.1,0.1,999.2,7.8,1.8,2.6
20/08/1960,17.6,11.3,10.4,1.2,1001,6.9,1.8,2.5
21/08/1960,21,14.7,11.9,1.4,995.9,10.1,2,2.6
22/08/1960,21.5,14.4,13,7.5,992.4,10.7,3,4.1
23/08/1960,21.4,13.6,12.1,0,996.1,11.8,3.5,4.9
24/08/1960,17,13.2,9.8,2.5,994.8,6.3,1.3,1.7
25/08/1960,19.6,11.7,12,1.6,993.2,10.9,2.3,3.3
26/08/1960,16.6,12.3,12.2,16.7,997.8,8,1.4,2
27/08/1960,18.2,12.3,10.1,0,1002.5,5.6,2.4,3.3
28/08/1960,19.2,10.6,9.8,7.1,1003.2,5,1.8,2.5
29/08/1960,19,12.6,11.3,7.4,1001.6,9.1,2.1,3
30/08/1960,19.5,11.8,10.7,0.7,1002.8,8.5,2.2,3.1
31/08/1960,17.3,10.1,10.2,5.7,1002.5,6.2,1.2,1.7
01/09/1960,18.3,12.7,11.2,0.2,1000.8,5.4,1.3,1.8
02/09/1960,19.4,12.6,12.9,0.3,999.3,7.8,1.6,2.2
03/09/1960,15.9,9.1,8.5,6.2,996,7.5,1.6,2.2
04/09/1960,17.2,6.2,5.1,1.9,1000.2,8,1.9,2.7
05/09/1960,14.9,6.6,4.7,0,1007.3,5.8,1.4,1.9
06/09/1960,17.2,10.9,10.1,10.5,1003.3,7.1,1.1,1.6
07/09/1960,18.9,9.6,8.2,0,1010.6,7.8,2.2,3
08/09/1960,19.1,11,8.4,0,1011.3,10.3,2.5,3.5
09/09/1960,19.4,12.4,12.4,0.8,1009.8,6.2,2.2,3
10/09/1960,22.1,9.9,7.1,0,1008.8,6,2.2,3
11/09/1960,17.8,10,12.1,5.5,1008,7.7,1.2,1.7
12/09/1960,17.1,6.1,5.1,0,1011.9,8.2,2,2.8
13/09/1960,16,10,8.2,2.4,1005.8,6,1.3,1.7
14/09/1960,15.4,6.7,10.1,19.6,992.1,8.8,1.3,2
15/09/1960,11.6,5.5,3.1,2.1,986.8,6,1,1.4
16/09/1960,14.1,6.6,5.2,3,990.8,10.1,1.2,1.8
17/09/1960,14.6,10.6,10.4,4.5,993.9,5.8,0.7,1.1
18/09/1960,17,8,3.3,0,1001.2,5.6,1.6,2.4
19/09/1960,14.9,6.8,9,1.9,1005.9,11.2,1.8,2.7
20/09/1960,14.4,5.5,4,0,1010.8,9.6,1.8,2.7
21/09/1960,15.7,5.6,2.8,3.1,1005.5,5.1,0.9,1.2
22/09/1960,14.4,7.1,11.2,0.1,1007.8,6.4,1.2,1.6
23/09/1960,15.3,5.1,2.9,0,1015.5,6.3,1.7,2.4
24/09/1960,16.8,7.3,3.2,0,1018.2,6,1.9,2.6
25/09/1960,14.3,6.9,4.2,0,1016.8,5.6,0.8,1.1
26/09/1960,13.8,10.7,8.1,0,1009.7,13.3,1.2,1.9
27/09/1960,13.7,10.4,10.3,8.6,1000.7,16.3,1.5,2.1
28/09/1960,12.8,10,8.6,5.3,995.4,16.6,1.4,2
29/09/1960,13.9,10.3,8.9,0.3,998.1,15.1,1.8,2.4
30/09/1960,13.1,9.6,9.6,4.9,994.7,23.5,2,3
01/10/1960,13.2,10.7,8.5,8.5,992.9,19.5,1,1.5
02/10/1960,13.9,11.1,10.7,46.1,989.6,13.6,0.6,1
03/10/1960,16.7,9.4,4.4,0.4,988.1,6.8,1.3,1.7
04/10/1960,15.9,10,4.6,0.2,988.3,6.1,1.2,1.7
05/10/1960,15.6,10.1,5.8,14.1,986.5,8.9,0.8,1.2
06/10/1960,14.8,9.9,5.6,0.2,991.6,6,0.7,1
07/10/1960,13.9,10,7.9,0,994.4,3.6,0.7,0.9
08/10/1960,13.8,10.6,7.8,13.4,989.5,13.8,0.8,1.2
09/10/1960,12.9,7.2,7.4,0,993,14,1.1,1.6
10/10/1960,14.1,6.3,5.1,0,1000.9,12,1.5,2
11/10/1960,11.9,4.4,2.2,0,1006.3,12,1.3,1.9
12/10/1960,10.9,1.9,-0.3,0.2,1005.8,7.8,1,1.4
13/10/1960,10.9,1.2,-1.7,0,1004.6,7.5,1,1.4
14/10/1960,12.5,2.3,-0.1,0,1010.3,7.2,1,1.4
15/10/1960,13.3,3,0.4,0,1015.7,4.4,0.8,1.2
16/10/1960,12.4,4.8,1.8,0,1012.8,3.7,0.7,1
17/10/1960,15.2,4.8,-1.7,3.3,1005.2,8.1,0.8,1.1
18/10/1960,13,9.8,7.9,2,992.5,10.3,0.6,0.8
19/10/1960,13.3,5,7.3,4.1,987.2,5.5,0.5,0.8
20/10/1960,12.5,3.4,0.3,2.4,985.6,8.2,0.4,0.7
21/10/1960,12.8,10.6,9.6,0.9,982.5,13,0.8,1.1
22/10/1960,11.8,9.9,8.6,11.5,986.2,12.3,1,1.3
23/10/1960,14.3,9.6,9.6,12.5,988.9,5.2,0.6,0.9
24/10/1960,12.6,9.4,5.3,0.6,991,10.4,0.8,1
25/10/1960,11.6,8.4,8.1,0,990.7,6.1,0.7,0.9
26/10/1960,11.9,4.4,2.5,2.2,989,5,0.5,0.6
27/10/1960,11.8,10.3,5.7,31.3,985.8,11.7,0.5,0.7
28/10/1960,12.2,6.6,7.9,7,987.5,6,0.4,0.6
29/10/1960,13.2,5.4,0.5,0,992.7,3.8,0.4,0.6
30/10/1960,11.5,4.2,2.3,0.4,991.2,2.9,0.3,0.5
31/10/1960,10.7,6.8,4.9,0,985.3,5.7,0.4,0.6
01/11/1960,13.1,8.3,7.2,21.1,966.8,15.5,0.7,0.9
02/11/1960,10.1,4.4,6,8.1,966.6,24.8,1,1.5
03/11/1960,8.1,2.4,0.1,7,973.6,12.2,0.6,0.8
04/11/1960,10,2.4,0,0.7,980.8,13,0.6,0.9
05/11/1960,9.9,3.8,1.4,1.5,994,12,0.3,0.5
06/11/1960,8.2,0.4,0.6,0,1006.5,8.7,0.5,0.7
07/11/1960,8.7,-0.6,-3.3,0,1011.9,3.7,0.4,0.6
08/11/1960,8.7,2.7,-4.4,0.3,1004.3,6,0.3,0.4
09/11/1960,11.1,5.6,5.4,1.4,985.3,9,0.6,0.8
10/11/1960,10.6,6.7,3.4,6.1,966.8,16,0.9,1.1
11/11/1960,10.2,7.1,6.3,4.4,965.1,19.3,1.3,1.6
12/11/1960,11.2,6.1,5.1,0.3,979.8,9.3,0.7,0.8
13/11/1960,11.1,5.6,2.7,1.3,987,9.2,0.6,0.8
14/11/1960,9.9,4.6,1.8,6.6,987.5,11.2,0.8,1
15/11/1960,8.4,3.3,1.6,0.3,988.6,14.2,0.9,1.1
16/11/1960,9,2.2,-0.7,1.3,993,9,0.5,0.6
17/11/1960,8.6,2.2,-1.1,0,991.9,6.2,0.3,0.4
18/11/1960,10.2,0.9,-6.9,0,994.3,2.1,0.1,0.3
19/11/1960,8.3,1.1,-5,4.3,994.4,6.3,0.2,0.3
20/11/1960,10.1,6.2,3,9.4,991,4.5,0.3,0.4
21/11/1960,10.2,8.2,7.5,6.4,986.5,8.8,0.4,0.6
22/11/1960,9,6.1,5.3,0.1,987.7,7.7,0.2,0.3
23/11/1960,10.3,6.8,1.4,3,987.8,11,0.6,0.7
24/11/1960,9.8,6.7,4.4,10.7,981.6,15,0.5,0.7
25/11/1960,8.8,6.2,2.4,5.6,983,7.2,0.3,0.4
26/11/1960,10.1,7.3,6.8,8.5,984.6,6.5,0.3,0.4
27/11/1960,8.3,1.1,2.8,0,1000.3,10,0.2,0.1
28/11/1960,7.2,0.6,-2.1,2.1,1007.7,9.6,0.3,0.4
29/11/1960,11.9,5.6,4.2,2.3,1002.1,11.3,0.5,0.6
30/11/1960,14,7.8,9.3,4.9,991,16.1,0.5,0.6
01/12/1960,9.2,2.8,3.5,2.2,986.7,9.4,0.3,0.3
02/12/1960,8.7,2.3,0.1,2.5,995,12.9,0.2,0.2
03/12/1960,11.3,7.8,6.2,13.5,982.4,17.7,0.8,1
04/12/1960,7.9,2.9,3.4,11.2,977.8,18.2,0.2,0.2
05/12/1960,6.1,1.7,-0.4,5.2,981.4,9.4,0.5,0.6
06/12/1960,4.8,-0.1,-4.1,20.3,984.7,7.3,0.2,0.3
07/12/1960,1.1,-1,-0.7,0,989.2,4.4,0.1,0.2
08/12/1960,3.9,-1.8,-4,0.2,994.2,5.8,0,0
09/12/1960,4,-0.7,-3.3,2.7,1000.3,7.2,0,0
10/12/1960,7.3,1.7,-3.8,0,1008.8,7.4,0.6,0.7
11/12/1960,5.3,2.2,-0.4,3.6,1010,7.9,0.7,0.8
12/12/1960,5.3,-1.9,-2.8,0.1,1011.7,6.4,0,0
13/12/1960,7.3,-2.3,-7.2,0,1006.7,1.3,0,0
14/12/1960,5.2,0.4,-6.7,1.1,1007,2.3,0,0
15/12/1960,4.5,-2.8,-6.4,0.2,1011.7,2.7,0.2,0.4
16/12/1960,9.2,2,-2.7,1.1,1012.1,9,0.2,0.3
17/12/1960,11.1,8.3,7.3,0,1007,6.6,0.1,0.2
18/12/1960,10,0.8,6.8,3.5,997.9,6.5,0.1,0.2
19/12/1960,2.7,0.3,-1.1,0.2,991.2,9.7,0.2,0.2
20/12/1960,4.3,-1.3,-3.4,0,998.4,9.3,0.1,0.1
21/12/1960,5.6,0.6,-1.8,0.2,1005.7,9.5,0.2,0.2
22/12/1960,7.3,1.7,-1.6,0.2,1002.5,10.5,0.2,0.3
23/12/1960,8.2,4,4.6,2.3,990.3,7.6,0.2,0.2
24/12/1960,6.7,2.5,0.4,0.2,998.2,11.2,0.1,0.1
25/12/1960,10.9,4.4,2.9,5,986.6,15.6,0.5,0.7
26/12/1960,10.3,0.9,0.6,6.2,977.3,20,0.5,0.7
27/12/1960,4.6,0.6,-0.3,1,985,16.2,0.7,0.8
28/12/1960,4.8,0.1,-0.9,8.4,983,9.5,0.2,0.2
29/12/1960,9.4,1.1,-0.9,4.2,993.8,9.9,0.4,0.5
30/12/1960,9.4,3.3,1.3,0,990.2,11.2,0.2,0.1
31/12/1960,6.1,2.9,1.2,0.1,989,16.5,0.8,1
01/01/1961,7.8,3.3,0.8,0.7,986.2,13.5,0.6,0.8
02/01/1961,6.2,0.4,1.3,6.1,973.7,11.8,0.5,0.7
03/01/1961,5.5,0.2,-0.1,2.2,973,11.2,0.3,0.3
04/01/1961,5.1,-0.2,-1.5,0,991.7,8.9,0.1,0.1
05/01/1961,6.8,-0.2,-2.3,10.8,993.8,11.7,0.3,0.5
06/01/1961,6.2,-0.4,-0.5,0,995.9,10.2,0.1,0.1
07/01/1961,8.4,-1.3,-5,4.7,997.7,9.1,0.4,0.5
08/01/1961,5.8,1.9,0.8,0.1,994.2,13.7,0.3,0.3
09/01/1961,6.6,1.8,-0.4,12.6,989.6,7.7,0.3,0.4
10/01/1961,6.1,-0.2,1.3,1.7,998.5,11.9,0.2,0.3
11/01/1961,6.9,-2.2,-4.1,0.6,1015.5,7.6,0.4,0.6
12/01/1961,11.6,6.9,-1.3,1.3,1012,15.7,0.7,0.9
13/01/1961,7.8,0.8,4.7,4.9,1020.1,5,0,0
14/01/1961,6.3,-2.2,-4.3,0,1028.1,3.6,0,0
15/01/1961,5.6,-0.5,-7.2,0,1022.6,3,0.1,0.2
16/01/1961,4,1.9,-3.1,0.1,1011.7,9,0.5,0.7
